customer_id,age,income,credit_score,loan_amount,loan_term,employment_status,loan_status,active_loans,default_risk,pre_approved
200,57,45922,619,42576,24,0,1,2,0,0
201,52,59028,382,38012,48,0,2,0,0,0
202,53,136461,602,20727,12,0,1,4,1,0
203,21,45316,561,35579,36,2,0,0,0,0
204,39,101996,499,32018,36,1,2,4,0,1
205,22,41968,539,17555,60,1,2,1,0,0
206,64,55266,594,6906,48,2,2,4,0,1
207,46,120745,811,41751,60,2,0,0,0,1
208,52,49000,695,5063,60,1,1,0,1,1
209,26,148239,437,44214,48,1,1,2,0,0
210,52,39011,428,9644,36,0,2,0,0,0
211,24,27866,348,43378,48,1,0,0,0,0
212,31,137669,592,9142,12,0,1,3,0,0
213,37,30898,835,32644,60,0,1,3,1,0
214,58,43395,610,34521,60,1,1,2,1,0
215,44,64019,836,12564,48,0,1,4,0,0
216,25,128243,533,40619,60,0,1,4,0,0
217,54,29006,508,6104,36,2,2,3,0,1
218,26,59393,393,28299,60,1,2,1,0,0
219,42,35956,626,48958,48,2,2,3,0,0
220,31,75042,524,14421,36,0,1,1,0,1
221,36,121199,310,24211,36,0,1,4,0,1
222,53,31078,628,12202,60,2,1,3,0,0
223,29,54631,311,44871,48,2,2,0,0,0
224,26,120676,334,43185,60,2,1,1,0,0
225,36,146724,746,42127,12,0,2,1,0,1
226,49,87901,751,4685,12,1,1,1,0,0
227,23,132227,519,25661,36,0,2,4,0,1
228,40,94497,740,43637,60,2,0,2,0,1
229,56,119813,834,19366,12,1,1,0,0,0
230,39,142192,528,38712,24,2,1,3,0,0
231,46,66574,643,25276,12,0,2,1,1,0
232,23,143494,379,16410,60,1,1,4,0,0
233,39,56417,652,49239,60,1,2,1,0,0
234,40,113020,695,10678,12,0,2,3,0,0
235,52,108639,589,25575,60,2,0,0,0,1
236,27,90006,754,42401,60,2,0,1,0,1
237,61,119881,427,42230,24,2,1,4,1,0
238,53,136862,842,14888,36,0,1,4,0,0
239,60,64454,658,17727,60,2,2,2,0,1
240,59,26587,826,49971,48,1,2,4,0,1
241,38,146688,612,4081,36,2,2,2,0,0
242,60,133107,374,24021,36,2,2,0,0,1
243,21,140584,845,10449,48,1,1,3,0,0
244,31,79710,495,16657,12,1,0,2,0,0
245,48,148157,328,36059,24,2,1,1,0,0
246,45,111567,315,2532,60,1,1,1,0,1
247,43,116748,722,38130,12,0,1,3,0,0
248,51,100886,704,17015,48,1,0,4,0,1
249,50,43816,830,38756,24,0,1,1,0,0
250,62,110824,376,7344,24,1,0,2,0,0
251,55,54432,528,42198,24,0,2,3,0,0
252,27,134758,596,49461,48,0,1,1,0,0
253,36,73617,809,10106,12,2,2,4,0,0
254,46,97373,837,35206,60,1,2,4,0,0
255,22,59217,625,48587,24,1,2,1,0,0
256,21,45884,662,10652,24,1,1,3,0,0
257,32,30454,658,25550,12,0,2,0,0,0
258,25,99960,623,7389,24,2,1,1,0,1
259,57,127421,625,23361,24,1,2,4,0,0
260,52,132173,464,36847,48,2,1,0,1,0
261,29,68618,754,40063,36,2,1,3,0,1
262,61,108948,452,14703,12,0,1,4,0,0
263,55,87671,426,19642,12,1,2,3,0,0
264,39,72111,492,42326,12,2,1,1,1,0
265,36,64613,829,37509,48,1,2,3,0,0
266,23,110678,309,14881,48,1,0,4,0,0
267,40,145592,391,16414,60,1,2,1,0,0
268,44,127928,438,15329,48,2,2,4,0,0
269,53,149917,780,23831,12,0,1,4,0,0
270,44,84993,748,42091,60,0,2,0,0,0
271,31,33848,632,8588,36,2,0,2,0,0
272,28,139853,639,1903,24,1,1,3,0,0
273,56,103672,351,45416,24,1,2,3,0,1
274,58,144279,765,43723,60,0,2,0,1,0
275,60,91125,774,36572,36,2,1,3,0,0
276,40,111444,700,18610,24,2,1,0,0,1
277,55,142509,738,35052,60,0,2,3,1,1
278,45,86602,808,34457,48,2,2,3,0,0
279,55,97045,452,22527,12,2,1,4,0,0
280,45,130997,813,38550,36,0,1,0,0,0
281,49,67222,802,30011,24,0,0,3,0,1
282,38,74223,305,38275,12,2,0,2,0,0
283,38,135012,799,35764,60,2,0,0,0,0
284,22,136246,417,33004,24,0,1,0,0,1
285,55,90333,784,25064,12,0,1,0,0,0
286,36,77732,767,29702,48,1,1,4,0,0
287,61,147650,460,21165,36,2,2,0,0,0
288,56,74420,569,9631,60,2,1,4,0,1
289,53,100504,355,22852,24,0,2,2,1,1
290,24,27462,527,5507,48,0,1,1,1,0
291,53,34460,448,1527,36,1,1,4,0,0
292,34,124319,345,29981,36,1,2,3,1,0
293,41,34275,443,36764,48,0,1,0,0,0
294,40,119213,639,37235,24,2,1,1,0,0
295,28,38269,712,48540,36,1,1,4,0,0
296,27,147672,819,34471,60,0,0,3,0,0
297,23,90942,643,1662,12,0,1,1,0,0
298,37,97920,686,25940,60,0,2,2,0,0
299,53,145737,772,42882,36,2,2,4,0,0
300,32,47553,574,7256,12,0,2,4,0,1
301,42,49366,652,29432,48,0,1,2,0,0
302,42,69036,365,9367,12,2,2,4,0,0
303,50,42369,378,47228,12,0,0,0,0,0
304,58,36795,501,39065,12,0,2,4,0,0
305,58,95021,412,26511,36,1,1,0,0,1
306,28,132205,390,9573,24,0,0,4,0,0
307,47,93154,440,16582,36,2,2,3,0,1
308,47,55143,588,6378,24,1,0,3,0,1
309,54,54425,710,14500,48,0,2,1,0,0
310,41,113209,676,1305,48,2,1,3,1,0
311,50,100139,683,22881,48,0,0,2,0,0
312,53,130232,451,5697,48,1,2,1,0,1
313,48,30368,618,8222,48,2,2,3,0,0
314,53,29621,668,8933,60,1,0,0,0,1
315,25,83829,761,18849,36,2,0,4,0,0
316,39,85294,311,25236,24,2,0,3,0,0
317,24,39719,455,45231,48,0,0,0,0,0
318,55,54227,776,34170,60,2,2,1,0,0
319,37,134430,700,13901,60,2,2,4,0,0
320,64,32566,476,7940,60,0,2,3,0,0
321,48,37306,640,49790,36,2,1,1,0,0
322,50,78822,356,20054,48,2,0,3,0,0
323,49,49042,747,41863,60,2,2,1,0,0
324,26,40086,502,44610,60,2,0,3,0,0
325,55,42387,501,5544,48,0,0,0,0,0
326,61,52042,629,26318,36,0,2,2,0,1
327,57,114424,662,7074,60,1,0,0,0,0
328,44,76618,753,40618,24,2,0,4,1,0
329,49,117050,655,34518,12,0,0,3,0,0
330,51,43323,515,26444,12,2,0,2,1,0
331,55,43019,322,21446,12,0,0,2,0,0
332,53,100426,454,29543,36,1,2,4,0,1
333,41,65863,485,25789,60,2,2,4,0,0
334,52,145953,548,2617,12,1,0,2,0,1
335,43,136023,433,36298,12,1,0,4,0,0
336,53,35283,620,4333,48,1,0,4,0,1
337,23,43279,689,41002,60,0,1,3,0,0
338,38,71999,733,23152,60,2,0,0,0,0
339,45,87780,321,25091,48,0,1,1,1,0
340,62,47908,424,1511,60,0,1,2,0,0
341,51,86584,378,48314,24,2,1,1,0,1
342,23,138002,350,38850,36,2,2,2,0,1
343,60,75225,475,17636,48,2,1,2,0,0
344,44,62952,552,21517,12,2,0,0,0,0
345,52,125706,545,32786,60,0,0,2,0,0
346,42,62663,405,9820,24,2,2,2,0,1
347,43,147019,492,37244,24,2,2,0,0,0
348,22,134708,615,10178,36,2,0,4,0,1
349,47,86381,601,2725,24,1,2,1,0,0
350,62,72929,847,19477,60,2,2,2,0,1
351,22,34343,567,47533,60,2,1,0,1,0
352,46,101173,469,35469,24,0,1,2,0,0
353,37,125260,754,9496,60,1,2,0,0,0
354,60,64791,591,13270,60,0,0,1,0,0
355,53,54134,440,11472,12,1,1,3,1,0
356,29,137366,445,21724,48,0,0,4,1,1
357,63,72101,724,31416,60,0,2,3,0,0
358,59,94443,613,36575,60,2,0,0,0,1
359,49,124111,483,16654,36,2,0,2,0,0
360,62,82530,427,12078,48,1,0,4,0,0
361,46,71799,586,29030,48,1,0,1,0,1
362,55,29827,552,8572,48,1,2,4,0,0
363,45,121143,685,18408,24,2,2,2,0,0
364,44,87653,529,20359,12,0,1,3,0,0
365,33,38699,570,9698,12,1,1,0,0,1
366,27,127828,714,5856,36,2,1,3,0,1
367,56,138497,497,28527,48,2,1,4,0,1
368,40,116419,622,40492,48,0,0,2,0,1
369,21,139527,355,10245,60,0,1,0,0,0
370,28,141972,502,44634,24,2,1,2,0,0
371,36,30313,437,43864,24,0,0,2,0,0
372,34,38598,721,29946,36,0,2,4,0,1
373,32,136362,356,38355,12,2,1,3,0,1
374,43,140445,370,38690,48,1,2,2,0,0
375,35,53807,671,38814,36,1,1,2,0,0
376,48,95423,813,32645,24,2,2,2,0,1
377,54,94390,383,20278,24,1,1,0,0,0
378,22,70226,342,8203,24,2,2,2,0,0
379,52,84550,432,49171,48,2,2,2,0,0
380,43,105072,694,22658,48,0,1,4,0,1
381,42,28558,364,43596,48,1,2,2,0,0
382,45,100308,589,16797,60,2,1,2,0,0
383,42,75113,675,33806,12,1,1,4,0,0
384,42,77999,766,31958,24,1,0,0,0,0
385,62,80878,512,7265,24,1,1,3,0,0
386,26,61343,447,7598,60,2,1,4,0,1
387,35,83219,770,36183,24,0,1,0,0,0
388,63,60186,448,18142,24,1,1,3,0,1
389,57,61966,387,27998,48,2,0,2,0,0
390,53,58769,623,26890,48,1,0,4,0,1
391,28,144932,695,29878,12,0,0,2,0,0
392,64,130423,703,15306,24,1,0,4,0,0
393,64,78218,381,48345,36,2,2,3,0,0
394,25,44229,585,12885,24,1,1,0,0,0
395,59,100209,681,45145,24,1,0,4,0,0
396,24,52877,569,44826,12,1,1,0,0,0
397,26,83001,591,8443,36,0,0,2,0,0
398,52,122137,752,32839,24,1,1,2,0,1
399,50,63084,323,18084,36,2,2,3,0,0
400,55,106780,610,24911,48,1,0,3,0,0
401,60,117892,760,5383,48,1,2,1,0,0
402,36,41806,507,27777,36,1,2,1,0,0
403,33,113635,737,35361,24,0,1,3,0,0
404,62,135177,837,15758,36,2,0,2,0,0
405,50,62034,635,30521,36,1,2,0,0,0
406,39,65317,721,21529,48,2,1,3,0,0
407,37,80468,620,24091,36,2,1,0,0,1
408,39,44094,796,40794,60,0,1,1,0,0
409,48,82796,462,32381,60,2,2,0,0,0
410,46,35589,840,36380,48,1,1,3,0,1
411,57,82221,464,31932,24,0,1,2,0,0
412,46,149855,594,45097,24,0,1,3,0,0
413,43,26657,341,2908,48,2,2,4,0,1
414,29,123300,584,40722,24,0,1,4,0,0
415,32,142229,686,48953,12,2,2,4,0,0
416,21,64531,437,31358,60,2,1,2,0,0
417,21,77227,486,31412,12,0,2,3,0,0
418,54,28164,730,19174,12,1,2,4,0,1
419,52,118078,715,16496,12,2,0,3,0,1
420,45,108973,725,3928,48,0,0,1,0,0
421,60,66247,715,31632,12,0,0,4,0,1
422,21,129041,325,33309,36,2,2,4,0,0
423,36,44601,670,10280,24,2,1,2,0,0
424,59,118966,684,41449,48,2,1,3,0,1
425,25,75599,355,22635,36,2,2,2,0,0
426,42,96545,552,27957,36,1,1,2,0,0
427,49,140295,405,37895,60,1,2,3,0,0
428,23,29552,429,5963,60,1,1,1,0,1
429,32,141452,675,28521,36,1,2,3,0,0
430,46,34417,607,33615,60,0,0,1,0,0
431,36,83579,390,45529,24,2,0,2,0,0
432,57,132525,692,47322,24,0,1,1,1,0
433,42,93207,833,22695,60,0,1,1,1,0
434,49,97055,409,10357,12,1,1,1,0,1
435,34,127266,639,26176,36,0,1,4,0,1
436,48,103270,655,19409,24,1,0,4,0,1
437,25,136426,467,1987,60,2,0,2,1,0
438,50,142865,751,2965,60,1,2,3,0,0
439,25,28722,404,41084,24,2,1,1,0,0
440,32,95442,449,32318,24,1,0,4,0,1
441,36,120632,445,27015,12,0,2,3,0,1
442,46,65031,598,30191,60,0,2,1,0,1
443,46,104235,466,47814,60,1,2,3,0,0
444,41,46438,347,1868,48,2,0,0,0,0
445,59,83819,538,38146,12,2,2,1,0,0
446,56,68856,306,49231,24,1,1,3,0,0
447,53,58576,763,30032,24,0,2,1,0,0
448,50,66938,752,29305,36,2,2,1,0,0
449,57,74028,670,23640,24,1,0,0,0,0
450,43,84807,848,19318,60,2,2,3,0,0
451,30,74877,786,14246,24,0,0,2,0,0
452,25,122783,510,34844,60,2,0,4,0,0
453,56,68461,464,33602,60,1,1,1,0,0
454,54,118474,424,22584,12,2,2,1,0,0
455,51,65469,636,16169,24,2,1,1,0,0
456,30,108136,491,26968,12,0,1,1,0,0
457,39,45435,513,7385,60,0,2,4,0,1
458,52,109117,627,9222,24,0,2,2,0,0
459,21,39191,680,26444,24,0,0,0,0,0
460,25,109726,538,39248,12,1,2,2,0,0
461,24,148658,831,41545,12,2,0,4,0,0
462,36,140660,381,6362,60,2,1,3,0,0
463,44,52386,662,34718,60,2,1,0,0,1
464,36,56721,804,9250,24,2,0,0,0,0
465,22,79786,501,3818,24,1,2,3,0,0
466,48,38704,803,37368,48,0,2,1,1,0
467,52,81635,336,45109,48,2,0,4,0,0
468,47,27123,701,16053,36,2,1,3,0,0
469,40,115710,475,28426,60,0,0,2,0,1
470,44,134837,844,48101,36,0,2,2,0,0
471,32,139912,766,40023,36,2,2,3,0,0
472,55,87993,500,25892,12,0,0,4,0,0
473,53,137752,839,44675,12,2,2,0,0,0
474,53,105122,846,30361,48,2,1,0,0,0
475,63,122512,693,17007,36,2,0,1,0,1
476,57,50416,341,15241,48,2,1,4,0,1
477,32,26814,692,45858,60,2,1,2,0,1
478,23,103537,740,46073,24,2,0,2,0,0
479,21,75258,805,24902,12,0,0,1,0,1
480,53,41508,619,25506,60,1,2,2,0,1
481,60,110166,514,18562,60,1,2,1,0,1
482,30,103916,370,21239,12,2,0,1,0,1
483,63,138710,535,14065,12,0,0,3,0,0
484,64,60699,580,46415,36,2,2,0,0,0
485,49,71335,461,42291,48,0,2,4,1,0
486,33,71806,490,39805,60,2,2,4,0,0
487,32,102853,308,34295,36,2,0,0,0,1
488,51,88768,359,19443,36,1,0,4,0,1
489,22,60739,524,10290,60,0,2,2,0,1
490,55,59785,586,1211,60,0,1,2,0,0
491,43,56980,468,19098,24,1,1,4,0,0
492,37,114335,361,20072,48,1,2,3,0,0
493,46,125719,648,44290,60,1,0,4,0,0
494,28,119702,741,20650,12,1,0,1,0,1
495,49,110016,313,16115,24,0,1,1,0,1
496,46,26609,463,6149,48,0,2,0,0,0
497,30,91253,719,42992,12,1,1,2,0,1
498,46,110481,819,18716,12,2,1,3,0,0
499,54,116128,847,33188,48,2,2,4,0,0
500,61,53141,327,14621,24,2,1,1,0,0
501,27,55009,745,7820,12,2,0,2,0,0
502,24,135966,507,48529,36,0,1,2,0,1
503,31,31782,769,43800,48,0,2,3,0,1
504,49,117072,403,31399,48,0,0,3,0,0
505,56,124352,725,15002,60,2,0,3,0,0
506,45,50933,400,44098,24,1,1,3,0,0
507,41,102154,840,46511,36,2,0,1,0,0
508,56,33307,821,29750,36,0,2,3,0,0
509,30,117207,405,27074,60,2,1,2,0,0
510,57,131209,576,18310,12,1,0,2,0,0
511,29,133297,364,18006,12,1,2,4,0,0
512,44,100874,487,10671,36,2,1,2,0,0
513,55,63346,616,45345,24,0,2,2,0,0
514,55,137138,437,28894,12,0,0,1,1,1
515,56,75772,642,27193,48,0,1,2,0,1
516,38,97084,404,11222,60,2,1,0,0,0
517,59,65149,845,24786,24,0,0,2,0,0
518,52,111700,679,32509,12,2,2,4,0,0
519,44,52526,409,1386,36,0,0,4,0,0
520,43,121758,844,2634,60,1,1,3,1,0
521,52,110712,653,41878,12,1,1,1,0,1
522,57,93477,616,5133,36,0,0,4,0,1
523,32,30695,565,43144,12,2,2,0,1,0
524,33,64169,364,39349,60,0,0,0,0,0
525,43,72947,632,35735,48,2,2,3,1,0
526,45,72224,812,22952,48,1,2,1,1,0
527,55,70865,432,25816,36,2,1,1,1,0
528,61,50553,839,22529,48,0,2,2,0,0
529,50,129501,834,6767,60,1,1,0,0,0
530,37,85410,795,42521,36,2,2,0,0,1
531,40,128754,668,19383,12,2,2,0,0,0
532,45,115895,398,5901,24,1,1,0,1,0
533,42,49816,616,43889,12,0,2,4,0,0
534,33,80026,422,15633,60,1,0,1,0,0
535,39,75705,619,20163,36,0,2,2,0,0
536,56,86922,794,11707,12,0,1,4,0,0
537,32,140700,756,23576,36,2,1,1,0,1
538,61,98914,821,19061,48,0,0,3,1,1
539,39,26881,819,46101,24,0,2,0,0,1
540,32,64567,614,45706,60,1,0,2,0,0
541,29,72365,841,12548,12,1,2,1,0,0
542,27,104211,778,16115,24,0,0,3,0,1
543,48,95122,319,10843,60,2,1,0,0,0
544,34,50006,429,37945,60,1,1,3,0,0
545,51,66198,592,40979,48,2,0,3,0,0
546,39,47831,431,41641,36,1,2,4,0,0
547,36,125649,655,4841,36,1,2,3,0,1
548,25,41459,353,7416,24,0,1,4,0,0
549,55,57443,686,11633,48,1,2,4,0,1
550,32,67316,564,38653,60,1,0,3,0,0
551,45,121131,514,1594,48,2,0,1,0,1
552,41,89486,759,15393,48,1,2,3,0,0
553,56,30877,757,36380,24,1,1,3,0,1
554,43,64553,342,46056,36,2,1,1,0,0
555,36,139137,577,23743,48,0,1,0,0,1
556,59,29922,429,32971,48,0,1,2,0,0
557,62,147778,649,5861,48,1,1,0,0,0
558,59,142018,843,38534,12,1,0,3,0,0
559,34,29686,405,37126,48,2,2,0,0,1
560,51,57766,300,15846,48,0,0,2,1,1
561,25,104943,731,27177,60,0,1,0,0,1
562,55,57006,605,34682,12,0,1,2,0,0
563,43,56422,826,19228,48,2,2,0,0,0
564,49,141590,352,35763,48,2,2,4,0,0
565,63,37205,819,25009,24,2,2,3,0,0
566,31,111590,629,1094,24,1,0,2,0,0
567,38,48527,624,42452,12,0,2,3,0,1
568,32,136483,413,16100,60,1,0,4,0,1
569,29,43443,446,33917,12,1,1,0,0,1
570,30,41524,465,18430,12,2,0,3,0,0
571,64,141477,678,36571,24,0,2,0,0,0
572,37,53202,438,25974,24,1,0,0,1,0
573,58,90552,598,32129,60,0,0,3,0,0
574,27,71142,575,48234,48,1,0,2,0,0
575,33,86692,477,21860,60,2,2,2,1,1
576,60,107384,653,8276,48,1,0,3,0,0
577,62,45855,453,1551,36,2,2,2,1,0
578,29,108747,500,49248,24,0,0,1,0,1
579,47,85372,414,9486,36,1,0,0,0,1
